# Machine-generated by the test-strategy lane 2026-07-30 rev2 (method: proofs/TESTING-STRATEGY.md "Method").
# Two axes, never collapsed:
#   oracle_today: real-PG = fleet-run pg_regress/e2e differential (expected output minted from real PostgreSQL 18.3);
#                 vendored-C = in-process compare vs vendored REL_18_STABLE C; none = nothing tests this function.
#   input_coverage_today: fixed-corpus(route) = reached by the hand-written regress/e2e corpus via the named route
#                 (a handful of literals, NOT exploration); random(native-diff) = mass-random driver exists;
#                 none = not reached. Coverage-guided fuzzing reaches ZERO rows today. sqlsmith/simharness
#                 randomized SQL is per-function unattributable and credited to no row.
#   state_mockability (state class only): mockable-now = state already behind an existing seam/sim cfg;
#                 mockable-in-process = in-process with mock catalog rows / fabricated context, no server;
#                 mockable-with-new-seam; mixed-triage; irreducible = only meaningful in a live server.
#   test_strategy: cgf-* = coverage-guided differential fuzzing (primary technique; see strategy doc).
name	class	oracle_today	input_coverage_today	state_mockability	test_strategy
has_parameter_privilege_id_name	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
has_parameter_privilege_name	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
pg_read_file_all_missing	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
pg_read_binary_file_all_missing	state	real-PG	fixed-corpus(proname)	irreducible	cgf-sql-differential-pinned-state
pg_input_is_valid	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_input_error_info	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
drandom_normal	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
pg_split_walfile_name	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_get_io	state	none	none	irreducible	invariant-only
array_shuffle	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
array_sample	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_stat_get_tuples_newpage_updated	state	none	none	irreducible	invariant-only
multirange_agg_transfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
multirange_agg_finalfn	typcache	real-PG	fixed-corpus(aggregate)		cgf-native-diff(typcache-mock)
pg_stat_have_stats	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_get_subscription_stats	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_reset_subscription_stats	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
window_row_number_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
window_rank_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
window_dense_rank_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
int8inc_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
pg_settings_get_flags	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_stop_making_pinned_objects	state	none	none	mixed-triage	triage-then-cgf-or-invariant
text_starts_with_support	engine	none	none		estimate-diff-monitor
pg_stat_get_recovery_prefetch	state	none	none	irreducible	invariant-only
pg_ident_file_mappings	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
textregexreplace_extended	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
textregexreplace_extended_no_flags	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
textregexreplace_extended_no_n	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_count_no_start	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_count_no_flags	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_count	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_instr_no_start	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_instr_no_n	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_instr_no_endoption	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_instr_no_flags	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_instr_no_subexpr	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_instr	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_like_no_flags	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_like	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_substr_no_start	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_substr_no_n	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_substr_no_flags	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_substr_no_subexpr	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
regexp_substr	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
pg_ls_logicalsnapdir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
pg_ls_logicalmapdir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
pg_ls_replslotdir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
generate_series_timestamptz_at_zone	SRF	real-PG	fixed-corpus(named)		cgf-sql-differential-pinned-state
json_agg_strict_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
json_object_agg_strict_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
json_object_agg_unique_transfn	agg-state	real-PG	fixed-corpus(aggregate)		cgf-native-diff(aggcontext)+forced-parallel-leg
json_object_agg_unique_strict_transfn	agg-state	none	none		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_agg_strict_transfn	agg-state	none	none		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_object_agg_strict_transfn	agg-state	none	none		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_object_agg_unique_transfn	agg-state	none	none		cgf-native-diff(aggcontext)+forced-parallel-leg
jsonb_object_agg_unique_strict_transfn	agg-state	none	none		cgf-native-diff(aggcontext)+forced-parallel-leg
array_agg_combine	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
array_agg_serialize	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
array_agg_deserialize	state	real-PG	fixed-corpus(parallel-agg-only,conditional)	mockable-in-process	cgf-native-diff(seam-mock)
array_agg_array_combine	typcache	real-PG	fixed-corpus(parallel-agg-only,conditional)		cgf-native-diff(typcache-mock)
array_agg_array_serialize	typcache	real-PG	fixed-corpus(parallel-agg-only,conditional)		cgf-native-diff(typcache-mock)
array_agg_array_deserialize	typcache	real-PG	fixed-corpus(parallel-agg-only,conditional)		cgf-native-diff(typcache-mock)
string_agg_combine	blocked	real-PG	fixed-corpus(parallel-agg-only,conditional)		cgf-sql-differential
string_agg_serialize	blocked	real-PG	fixed-corpus(parallel-agg-only,conditional)		cgf-sql-differential
string_agg_deserialize	blocked	real-PG	fixed-corpus(parallel-agg-only,conditional)		cgf-sql-differential
pg_log_standby_snapshot	state	none	none	irreducible	cgf-sql-differential-pinned-state
window_percent_rank_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
window_cume_dist_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
window_ntile_support	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
pg_stat_get_db_conflict_logicalslot	state	none	none	irreducible	invariant-only
pg_stat_get_lastscan	state	none	none	irreducible	invariant-only
system_user	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_stat_get_backend_wal	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_basetype	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
to_regtypemod	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
pg_get_wait_events	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
binary_upgrade_add_sub_rel_state	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_replorigin_advance	state	none	none	irreducible	pg_upgrade-e2e
pg_get_wal_summarizer_state	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
timetz_at_local	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
jsonb_populate_record_valid	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
int4random	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
int8random	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
numeric_random	state	real-PG	fixed-corpus(named)	mockable-now	cgf-native-diff(seam-mock)
pg_sync_replication_slots	state	none	none	mixed-triage	triage-then-cgf-or-invariant
range_contains_elem_support	typcache	none	none		cgf-native-diff(typcache-mock)
elem_contained_by_range_support	typcache	none	none		cgf-native-diff(typcache-mock)
has_largeobject_privilege_name_id	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
has_largeobject_privilege_id	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
has_largeobject_privilege_id_id	state	real-PG	fixed-corpus(proname)	mockable-in-process	cgf-native-diff(seam-mock)
generate_series_timestamp_support	planner-node	none	none		estimate-diff-monitor
generate_series_numeric_support	blocked	none	none		cgf-sql-differential
pg_stat_get_total_vacuum_time	state	none	none	irreducible	invariant-only
pg_stat_get_total_autovacuum_time	state	none	none	irreducible	invariant-only
pg_stat_get_total_analyze_time	state	none	none	irreducible	invariant-only
pg_stat_get_total_autoanalyze_time	state	none	none	irreducible	invariant-only
pg_restore_relation_stats	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_restore_attribute_stats	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
record_larger	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
record_smaller	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
array_append_support	typcache	none	none		cgf-native-diff(typcache-mock)
array_prepend_support	typcache	none	none		cgf-native-diff(typcache-mock)
array_reverse	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_get_acl	state	real-PG	fixed-corpus(named)	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_stat_get_backend_io	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_reset_backend_stats	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
array_sort	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
array_sort_order	typcache	none	none		cgf-native-diff(typcache-mock)
array_sort_order_nulls_first	typcache	none	none		cgf-native-diff(typcache-mock)
range_sortsupport	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
pg_clear_relation_stats	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_clear_attribute_stats	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_get_aios	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_ls_summariesdir	state	real-PG	fixed-corpus(named)	irreducible	cgf-sql-differential-pinned-state
pg_timezone_abbrevs_zone	SRF	none	none		cgf-sql-differential-pinned-state
heap_tableam_handler	engine	real-PG	fixed-corpus(named)		index-battery+amcheck
eqsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
neqsel	engine	none	none		estimate-diff-monitor
scalarltsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
scalargtsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
eqjoinsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
neqjoinsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
scalarltjoinsel	engine	none	none		estimate-diff-monitor
scalargtjoinsel	engine	none	none		estimate-diff-monitor
areasel	engine	none	none		estimate-diff-monitor
areajoinsel	engine	none	none		estimate-diff-monitor
pg_nextoid	state	none	none	mixed-triage	triage-then-cgf-or-invariant
bthandler	engine	real-PG	fixed-corpus(named)		index-battery+amcheck
hashhandler	engine	none	none		index-battery+amcheck
ginhandler	engine	none	none		index-battery+amcheck
brinhandler	engine	none	none		index-battery+amcheck
scalarlesel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
scalargesel	engine	none	none		estimate-diff-monitor
scalarlejoinsel	engine	none	none		estimate-diff-monitor
scalargejoinsel	engine	none	none		estimate-diff-monitor
positionsel	engine	none	none		estimate-diff-monitor
positionjoinsel	engine	none	none		estimate-diff-monitor
contsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
contjoinsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
oidvectortypes	state	none	none	mockable-now	cgf-native-diff(seam-mock)
RI_FKey_check_ins	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_check_upd	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_cascade_del	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_cascade_upd	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_restrict_del	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_restrict_upd	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_setnull_del	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_setnull_upd	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_setdefault_del	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_setdefault_upd	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_noaction_del	engine	none	none		scenario+crash-replay+sim-fk
RI_FKey_noaction_upd	engine	none	none		scenario+crash-replay+sim-fk
length_in_encoding	unimplemented	real-PG	fixed-corpus(proname)		cgf-sql-differential
iclikesel	engine	none	none		estimate-diff-monitor
icnlikesel	engine	none	none		estimate-diff-monitor
iclikejoinsel	engine	none	none		estimate-diff-monitor
icnlikejoinsel	engine	none	none		estimate-diff-monitor
regexeqsel	engine	none	none		estimate-diff-monitor
likesel	engine	none	none		estimate-diff-monitor
icregexeqsel	engine	none	none		estimate-diff-monitor
regexnesel	engine	none	none		estimate-diff-monitor
nlikesel	engine	none	none		estimate-diff-monitor
icregexnesel	engine	none	none		estimate-diff-monitor
regexeqjoinsel	engine	none	none		estimate-diff-monitor
likejoinsel	engine	none	none		estimate-diff-monitor
icregexeqjoinsel	engine	none	none		estimate-diff-monitor
regexnejoinsel	engine	none	none		estimate-diff-monitor
nlikejoinsel	engine	none	none		estimate-diff-monitor
icregexnejoinsel	engine	none	none		estimate-diff-monitor
pg_conversion_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_stat_get_backend_activity_start	state	none	none	irreducible	invariant-only
anyarray_send	unimplemented	real-PG	fixed-corpus(wire-name-only,weak)		cgf-sql-differential
ginarrayextract	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
pg_stat_get_checkpointer_num_requested	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_buffers_written	state	none	none	irreducible	invariant-only
ginqueryarrayextract	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
pg_stat_get_backend_wait_event_type	state	none	none	irreducible	invariant-only
pg_stat_get_db_conflict_startup_deadlock	state	none	none	irreducible	invariant-only
ginarrayextract_2args	typcache	none	none		cgf-native-diff(typcache-mock)
gin_extract_tsvector_2args	engine	none	none		index-battery+amcheck
pg_extension_config_dump	state	none	none	mixed-triage	triage-then-cgf-or-invariant
gin_extract_tsquery_5args	engine	none	none		index-battery+amcheck
gin_tsquery_consistent_6args	engine	none	none		index-battery+amcheck
pg_try_advisory_xact_lock_shared_int8	state	none	none	irreducible	invariant-only
pg_try_advisory_xact_lock_shared_int4	state	none	none	irreducible	invariant-only
window_row_number	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_rank	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_dense_rank	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_percent_rank	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_cume_dist	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_ntile	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_lag	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_lag_with_offset	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_lag_with_offset_and_default	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_lead	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_lead_with_offset	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_lead_with_offset_and_default	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_first_value	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_last_value	engine	real-PG	fixed-corpus(proname)		cgf-native-diff(engine-kernel)
window_nth_value	engine	real-PG	fixed-corpus(named)		cgf-native-diff(engine-kernel)
btint2sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
btint4sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
btint8sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
btfloat4sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
btfloat8sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
btoidsortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
btnamesortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
date_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
timestamp_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
rangesel	engine	none	none		estimate-diff-monitor
numeric_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
uuid_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
tsm_bernoulli_handler	engine	real-PG	fixed-corpus(proname)		index-battery+amcheck
tsm_system_handler	engine	real-PG	fixed-corpus(proname)		index-battery+amcheck
bytea_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
bttext_pattern_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
macaddr_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
prefixsel	engine	none	none		estimate-diff-monitor
prefixjoinsel	engine	none	none		estimate-diff-monitor
pg_import_system_collations	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
pg_collation_actual_version	state	none	none	mixed-triage	triage-then-cgf-or-invariant
anyenum_out	unimplemented	real-PG	fixed-corpus(type-literal)		cgf-sql-differential
networksel	engine	none	none		estimate-diff-monitor
networkjoinsel	engine	none	none		estimate-diff-monitor
int2int4_sum	unimplemented	real-PG	fixed-corpus(aggregate)		cgf-sql-differential
binary_upgrade_set_next_array_pg_type_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_heap_pg_class_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_index_pg_class_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_toast_pg_class_oid	state	none	none	irreducible	pg_upgrade-e2e
gin_extract_tsvector	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gin_extract_tsquery	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
gin_tsquery_consistent	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
tsmatchsel	engine	none	none		estimate-diff-monitor
tsmatchjoinsel	engine	none	none		estimate-diff-monitor
ts_typanalyze	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
gtsquery_picksplit	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
gtsquery_union	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
gtsquery_same	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
gtsquery_penalty	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
tsvector_update_trigger_bycolumn	engine	none	none		scenario+crash-replay+sim-fk
pg_ts_parser_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_ts_dict_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_ts_config_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_ts_template_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
pg_stat_reset_single_table_counters	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_stat_reset_single_function_counters	state	real-PG	fixed-corpus(named)	irreducible	invariant-only
pg_logical_slot_get_binary_changes	state	none	none	irreducible	invariant-only
pg_logical_slot_peek_binary_changes	state	none	none	irreducible	invariant-only
gin_extract_tsquery_oldsig	engine	none	none		index-battery+amcheck
gin_tsquery_consistent_oldsig	engine	none	none		index-battery+amcheck
pg_collation_is_visible	state	none	none	mixed-triage	triage-then-cgf-or-invariant
array_typanalyze	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
arraycontsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
arraycontjoinsel	engine	real-PG	fixed-corpus(named)		estimate-diff-monitor
pg_get_multixact_members	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
range_typanalyze	state	real-PG	fixed-corpus(named)	mockable-in-process	cgf-native-diff(seam-mock)
gin_tsquery_triconsistent	engine	real-PG	fixed-corpus(index-implicit,conditional)		index-battery+amcheck
anycompatiblemultirange_out	unimplemented	real-PG	fixed-corpus(type-literal)		cgf-sql-differential
multirange_typanalyze	state	none	none	mockable-in-process	cgf-native-diff(seam-mock)
multirangesel	engine	none	none		estimate-diff-monitor
multirange_contained_by_multirange	typcache	real-PG	fixed-corpus(named)		cgf-native-diff(typcache-mock)
multirange_overright_multirange	typcache	real-PG	fixed-corpus(operator)		cgf-native-diff(typcache-mock)
binary_upgrade_set_next_multirange_pg_type_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_multirange_array_pg_type_oid	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_index_relfilenode	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_toast_relfilenode	state	none	none	irreducible	pg_upgrade-e2e
binary_upgrade_set_next_pg_tablespace_oid	state	none	none	irreducible	pg_upgrade-e2e
brin_minmax_multi_add_value	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
brin_minmax_multi_consistent	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
brin_minmax_multi_union	typcache	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(typcache-mock)
satisfies_hash_partition	state	real-PG	fixed-corpus(named)	mixed-triage	triage-then-cgf-or-invariant
network_sortsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
matchingsel	engine	none	none		estimate-diff-monitor
matchingjoinsel	engine	none	none		estimate-diff-monitor
anycompatiblearray_out	unimplemented	real-PG	fixed-corpus(type-literal)		cgf-sql-differential
anycompatiblearray_send	unimplemented	real-PG	fixed-corpus(wire-name-only,weak)		cgf-sql-differential
anycompatiblerange_out	unimplemented	real-PG	fixed-corpus(type-literal)		cgf-sql-differential
jsonb_subscript_handler	engine	none	none		index-battery+amcheck
pg_stat_get_subscription	state	none	none	irreducible	invariant-only
array_subscript_handler	engine	real-PG	fixed-corpus(named)		index-battery+amcheck
raw_array_subscript_handler	engine	real-PG	fixed-corpus(named)		index-battery+amcheck
pg_stat_get_xact_tuples_newpage_updated	state	none	none	irreducible	invariant-only
pg_get_wal_resource_managers	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_database_collation_actual_version	state	none	none	mixed-triage	triage-then-cgf-or-invariant
binary_upgrade_logical_slot_has_caught_up	state	none	none	irreducible	pg_upgrade-e2e
pg_stat_get_checkpointer_stat_reset_time	state	none	none	irreducible	invariant-only
pg_available_wal_summaries	state	none	none	irreducible	invariant-only
pg_wal_summary_contents	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_restartpoints_timed	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_restartpoints_requested	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_restartpoints_performed	state	none	none	irreducible	invariant-only
pg_get_loaded_modules	state	none	none	mockable-with-new-seam	cgf-native-diff(seam-mock)
pg_stat_get_db_parallel_workers_to_launch	state	none	none	irreducible	invariant-only
pg_stat_get_db_parallel_workers_launched	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_slru_written	state	none	none	irreducible	invariant-only
pg_stat_get_checkpointer_num_performed	state	none	none	irreducible	invariant-only
array_subscript_handler_support	engine	none	none		estimate-diff-monitor
uuid_skipsupport	engine	real-PG	fixed-corpus(index-implicit,conditional)		cgf-native-diff(engine-kernel)
